id,doc_type,title,date,url,first_seen,last_seen
circular:nps-vatsalya-scheme-guidelines-2025,circular,NPS Vatsalya Scheme Guidelines 2025,2026-01-07,https://www.pfrda.org.in/w/regulatory-framework/circulars/active-circulars/nps-vatsalya-scheme-guidelines-2025,2026-07-08T04:54:13.671726+00:00,2026-07-17T05:27:00.517407+00:00
circular:enhancement-of-investment-choice-options-under-nps-ups-for-central-government-subscribers-copy-,circular,Operational Guidelines on New Enrolment Incentive (NEI) under Multiple Scheme Framework (MSF),2026-01-07,https://www.pfrda.org.in/w/regulatory-framework/circulars/active-circulars/enhancement-of-investment-choice-options-under-nps-ups-for-central-government-subscribers-copy-,2026-07-08T04:54:13.670582+00:00,2026-07-17T05:27:00.516246+00:00
circular:otp-based-authentication-for-paperless-on-boarding-reg,circular,OTP based authentication for paperless on-boarding-reg,2026-01-02,https://www.pfrda.org.in/w/regulatory-framework/circulars/active-circulars/otp-based-authentication-for-paperless-on-boarding-reg,2026-07-08T04:54:13.672845+00:00,2026-07-17T05:27:00.518381+00:00
circular:charge-structure-of-points-of-presence-pop-for-common-schemes-under-nps-all-citizen-and-corporate-model-including-nps-vatsalya-and-nps-lite,circular,Charge structure of Points of Presence (PoP) for Common Schemes under NPS (All Citizen and Corporate Model) including NPS Vatsalya and NPS Lite,2025-12-31,https://www.pfrda.org.in/w/regulatory-framework/circulars/active-circulars/charge-structure-of-points-of-presence-pop-for-common-schemes-under-nps-all-citizen-and-corporate-model-including-nps-vatsalya-and-nps-lite,2026-07-08T04:54:20.054993+00:00,2026-07-17T05:27:06.588777+00:00
regulation:pension-fund-regulatory-and-development-authority-operationalisation-of-unified-pension-scheme-under-national-pension-system-amendment-regulations-2025,regulation,"Pension Fund Regulatory and Development Authority (Operationalisation of Unified Pension Scheme under National Pension System) (Amendment) Regulations, 2025",2025-12-27,https://www.pfrda.org.in/w/regulatory-framework/regulations/pension-fund-regulatory-and-development-authority-operationalisation-of-unified-pension-scheme-under-national-pension-system-amendment-regulations-2025,2026-06-18T10:16:58.315654+00:00,2026-07-17T05:27:15.702251+00:00
regulation:pension-fund-regulatory-and-development-authority-operationalisation-of-unified-pension-scheme-under-national-pension-system-amendment-regulations-2025?p_l_back_url=%2Fregulatory-framework%2Fregulations&p_l_back_url_title=Regulations,regulation,"Pension Fund Regulatory and Development Authority (Operationalisation of Unified Pension Scheme under National Pension System) (Amendment) Regulations, 2025",2025-12-27,https://www.pfrda.org.in/w/regulatory-framework/regulations/pension-fund-regulatory-and-development-authority-operationalisation-of-unified-pension-scheme-under-national-pension-system-amendment-regulations-2025?p_l_back_url=%2Fregulatory-framework%2Fregulations&p_l_back_url_title=Regulations,2026-06-18T08:32:32.190797+00:00,2026-06-18T08:32:32.190797+00:00
regulation:pension-fund-regulatory-and-development-authority-exits-and-withdrawals-under-the-national-pension-system-amendment-regulations-2025,regulation,"Pension Fund Regulatory and Development Authority (Exits and Withdrawals under the National Pension System) (Amendment) Regulations, 2025",2025-12-16,https://www.pfrda.org.in/w/regulatory-framework/regulations/pension-fund-regulatory-and-development-authority-exits-and-withdrawals-under-the-national-pension-system-amendment-regulations-2025,2026-06-18T10:16:58.316826+00:00,2026-07-17T05:27:15.703307+00:00
regulation:pension-fund-regulatory-and-development-authority-exits-and-withdrawals-under-the-national-pension-system-amendment-regulations-2025?p_l_back_url=%2Fregulatory-framework%2Fregulations&p_l_back_url_title=Regulations,regulation,"Pension Fund Regulatory and Development Authority (Exits and Withdrawals under the National Pension System) (Amendment) Regulations, 2025",2025-12-16,https://www.pfrda.org.in/w/regulatory-framework/regulations/pension-fund-regulatory-and-development-authority-exits-and-withdrawals-under-the-national-pension-system-amendment-regulations-2025?p_l_back_url=%2Fregulatory-framework%2Fregulations&p_l_back_url_title=Regulations,2026-06-18T08:32:32.192365+00:00,2026-06-18T08:32:32.192365+00:00
circular:incentive-structure-to-pops-for-nps-enrollment-facilitated-through-farmer-producer-organizations-fpos-,circular,Incentive structure to PoPs for NPS enrollment facilitated through Farmer Producer Organizations (FPOs),2025-12-15,https://www.pfrda.org.in/w/regulatory-framework/circulars/active-circulars/incentive-structure-to-pops-for-nps-enrollment-facilitated-through-farmer-producer-organizations-fpos-,2026-07-08T04:54:13.674074+00:00,2026-07-17T05:27:00.519312+00:00
circular:cft-issued-on-25.09.2025-with-an-emphasis-on-kyc-requirements-for-non-reside,circular,Amendment to Master Circular - Guidelines on Know Your Customer / Anti Money Laundering/Combating the Financing of Terrorism (KYC/AML/CFT) issued on 25.09.2025 with an emphasis on KYC requirements for Non-Resident Indian (NRI) and Overseas Citizen of India (OCI) onboarding to NPS.,2025-12-02,https://www.pfrda.org.in/w/regulatory-framework/circulars/active-circulars/amendment-to-master-circular-guidelines-on-know-your-customer-/-anti-money-laundering/combating-the-financing-of-terrorism-kyc/aml/cft-issued-on-25.09.2025-with-an-emphasis-on-kyc-requirements-for-non-reside,2026-07-08T04:54:13.675263+00:00,2026-07-17T05:27:00.520306+00:00
circular:enhancement-of-investment-choice-options-under-nps-ups-for-central-government-subscribers,circular,Enhancement of Investment Choice Options under NPS & UPS for Central Government Subscribers,2025-12-01,https://www.pfrda.org.in/w/regulatory-framework/circulars/active-circulars/enhancement-of-investment-choice-options-under-nps-ups-for-central-government-subscribers,2026-07-08T04:54:13.676808+00:00,2026-07-17T05:27:00.521250+00:00
circular:corporate-model-nps-revision-in-the-provisions-for-exercising-choices-of-pension-funds-and-investment-choices,circular,Corporate Model NPS: Revision in the provisions for exercising choices of Pension Funds and Investment Choices,2025-11-07,https://www.pfrda.org.in/w/regulatory-framework/circulars/active-circulars/corporate-model-nps-revision-in-the-provisions-for-exercising-choices-of-pension-funds-and-investment-choices,2026-07-08T04:54:13.678643+00:00,2026-07-17T05:27:00.522185+00:00
circular:inclusion-of-platform-service-partner-under-the-national-pension-system-nps-nps-e-shramik-platform-service-partner-model-,circular,Inclusion of Platform Service Partner under the National Pension System (NPS) - “NPS e-shramik (Platform Service Partner) Model”,2025-10-29,https://www.pfrda.org.in/w/regulatory-framework/circulars/active-circulars/inclusion-of-platform-service-partner-under-the-national-pension-system-nps-nps-e-shramik-platform-service-partner-model-,2026-07-08T04:54:13.680034+00:00,2026-07-17T05:27:00.523138+00:00
circular:guidelines-on-subscriber-onboarding-in-national-pension-system-nps-and-revised-subscriber-registration-form-srf-,circular,Guidelines on Subscriber Onboarding in National Pension System (NPS) and Revised Subscriber Registration Form (SRF),2025-10-17,https://www.pfrda.org.in/w/regulatory-framework/circulars/active-circulars/guidelines-on-subscriber-onboarding-in-national-pension-system-nps-and-revised-subscriber-registration-form-srf-,2026-07-08T04:54:13.682487+00:00,2026-07-17T05:27:00.525353+00:00
circular:rationalization-of-nomenclature-of-auto-choice-life-cycle-funds-under-the-nps-multiple-choices-of-investment-under-common-schemes,circular,Rationalization of Nomenclature of Auto Choice / Life Cycle Funds under the NPS Multiple Choices of Investment under Common Schemes,2025-10-17,https://www.pfrda.org.in/w/regulatory-framework/circulars/active-circulars/rationalization-of-nomenclature-of-auto-choice-life-cycle-funds-under-the-nps-multiple-choices-of-investment-under-common-schemes,2026-07-08T04:54:13.681168+00:00,2026-07-17T05:27:00.524413+00:00
circular:mandatory-source-nodal-office-authorization-for-inter-sector-shifting-iss-and-exit-requests-for-government-sector-subscribers-copy-,circular,"Clarification on permitting the Points of Presence for engagement of Non-Individual Intermediaries registered with any financial sector regulator like RBI, IRDAI, SEBI, and PFRDA as Pension Agents for distribution of Pension Schemes",2025-10-16,https://www.pfrda.org.in/w/regulatory-framework/circulars/active-circulars/mandatory-source-nodal-office-authorization-for-inter-sector-shifting-iss-and-exit-requests-for-government-sector-subscribers-copy-,2026-07-08T04:54:13.683843+00:00,2026-07-17T05:27:00.526318+00:00
regulation:pension-fund-regulatory-and-development-authority-employees-service-second-amendment-regulations-2025,regulation,"Pension Fund Regulatory And Development Authority (Employees’ Service) (Second Amendment) Regulations, 2025",2025-10-13,https://www.pfrda.org.in/w/regulatory-framework/regulations/pension-fund-regulatory-and-development-authority-employees-service-second-amendment-regulations-2025,2026-06-18T10:16:58.318025+00:00,2026-07-17T05:27:15.704398+00:00
regulation:pension-fund-regulatory-and-development-authority-employees-service-second-amendment-regulations-2025?p_l_back_url=%2Fregulatory-framework%2Fregulations&p_l_back_url_title=Regulations,regulation,"Pension Fund Regulatory And Development Authority (Employees’ Service) (Second Amendment) Regulations, 2025",2025-10-13,https://www.pfrda.org.in/w/regulatory-framework/regulations/pension-fund-regulatory-and-development-authority-employees-service-second-amendment-regulations-2025?p_l_back_url=%2Fregulatory-framework%2Fregulations&p_l_back_url_title=Regulations,2026-06-18T08:32:32.194061+00:00,2026-06-18T08:32:32.194061+00:00
circular:mandatory-source-nodal-office-authorization-for-inter-sector-shifting-iss-and-exit-requests-for-government-sector-subscribers,circular,Mandatory Source Nodal Office Authorization for Inter-Sector Shifting (ISS) and Exit Requests for Government Sector Subscribers,2025-10-10,https://www.pfrda.org.in/w/regulatory-framework/circulars/active-circulars/mandatory-source-nodal-office-authorization-for-inter-sector-shifting-iss-and-exit-requests-for-government-sector-subscribers,2026-07-08T04:54:13.685603+00:00,2026-07-17T05:27:00.527271+00:00
circular:extension-of-cut-off-date-for-exercising-option-of-unified-pension-scheme-ups-under-nps-by-two-months-i.e.-upto-30th-november-2025,circular,"Extension of cut-off date for exercising Option of Unified Pension Scheme (UPS) under NPS by two months i.e., upto 30th November 2025",2025-10-06,https://www.pfrda.org.in/w/regulatory-framework/circulars/active-circulars/extension-of-cut-off-date-for-exercising-option-of-unified-pension-scheme-ups-under-nps-by-two-months-i.e.-upto-30th-november-2025,2026-07-08T04:54:13.686778+00:00,2026-07-17T05:27:00.528213+00:00
