id,doc_type,title,date,url,first_seen,last_seen
regulation:pension-fund-regulatory-and-development-authority-employees-service-amendment-regulations-2020?p_l_back_url=%2Fregulatory-framework%2Fregulations%3Fstart%3D4&p_l_back_url_title=Regulations,regulation,"Pension Fund Regulatory And Development Authority (Employees Service) (Amendment) Regulations,2020",2020-04-28,https://www.pfrda.org.in/w/regulatory-framework/regulations/pension-fund-regulatory-and-development-authority-employees-service-amendment-regulations-2020?p_l_back_url=%2Fregulatory-framework%2Fregulations%3Fstart%3D4&p_l_back_url_title=Regulations,2026-06-18T08:32:34.241395+00:00,2026-06-18T08:32:34.241395+00:00
circular:engagement-of-private-sector-banks-small-finance-banks-and-co-operative-banks-for-wider-coverage-of-atal-pension-yojana-apy,circular,"Engagement of Private Sector Banks,Small Finance Banks and Co-operative Banks for wider coverage of Atal Pension Yojana (APY)",2020-04-24,https://www.pfrda.org.in/w/engagement-of-private-sector-banks-small-finance-banks-and-co-operative-banks-for-wider-coverage-of-atal-pension-yojana-apy,2026-07-08T04:54:21.332631+00:00,2026-07-17T05:27:07.691464+00:00
circular:enabling-aadhaar-based-offline-paperless-kyc-verification-process-for-nps-on-boarding,circular,Enabling Aadhaar based offline paperless KYC verification process for NPS On-boarding,2020-04-24,https://www.pfrda.org.in/w/regulatory-framework/circulars/active-circulars/enabling-aadhaar-based-offline-paperless-kyc-verification-process-for-nps-on-boarding,2026-07-08T04:54:16.134252+00:00,2026-07-17T05:27:02.824878+00:00
circular:compliance-of-cyber-security-policy-by-point-of-presence-pops-and-non-individual-retirement-advisers-ras-,circular,Compliance of Cyber Security Policy by Point of Presence (PoPs) and Non-Individual Retirement Advisers (RAs),2020-04-21,https://www.pfrda.org.in/w/regulatory-framework/circulars/active-circulars/compliance-of-cyber-security-policy-by-point-of-presence-pops-and-non-individual-retirement-advisers-ras-,2026-07-08T04:54:16.135466+00:00,2026-07-17T05:27:02.825828+00:00
circular:apy-functionalities-released-by-cras-during-quarter-iv-fy-2022-23-,circular,NPS On-boarding through Online PRAN Generation Module (OPGM),2020-04-20,https://www.pfrda.org.in/w/nps/apy-functionalities-released-by-cras-during-quarter-iv-fy-2022-23-,2026-07-08T04:54:21.334211+00:00,2026-07-17T05:27:07.692399+00:00
circular:choice-of-cra-selection-by-nps-subscribers,circular,Choice Of CRA Selection by NPS Subscribers,2020-04-17,https://www.pfrda.org.in/w/regulatory-framework/circulars/active-circulars/choice-of-cra-selection-by-nps-subscribers,2026-07-08T04:54:21.335276+00:00,2026-07-17T05:27:07.693374+00:00
circular:nps-on-boarding-through-online-pran-generation-module-opgm-20-04-2020,circular,NPS On-boarding through Online PRAN Generation Module (OPGM),2020-04-13,https://www.pfrda.org.in/w/regulatory-framework/circulars/active-circulars/nps-on-boarding-through-online-pran-generation-module-opgm-20-04-2020,2026-07-08T04:54:21.336442+00:00,2026-07-17T05:27:07.694324+00:00
circular:nps-on-boarding-through-online-pran-generation-module-opgm-freezing-norms,circular,NPS On-boarding through Online PRAN Generation Module (OPGM),2020-04-13,https://www.pfrda.org.in/w/regulatory-framework/circulars/active-circulars/nps-on-boarding-through-online-pran-generation-module-opgm-freezing-norms,2026-07-08T04:54:16.137188+00:00,2026-07-17T05:27:02.826768+00:00
circular:stoppage-of-auto-debit-for-apy-contributions-till-30th-june-2020,circular,"Stoppage of Auto-debit for APY contributions till 30th June, 2020",2020-04-11,https://www.pfrda.org.in/w/stoppage-of-auto-debit-for-apy-contributions-till-30th-june-2020,2026-07-08T04:54:21.337586+00:00,2026-07-17T05:27:07.695512+00:00
circular:permission-of-partial-withdrawals-towards-treatment-of-specified-illnesses,circular,Permission of Partial Withdrawals towards treatment of specified illnesses,2020-04-09,https://www.pfrda.org.in/w/regulatory-framework/circulars/active-circulars/permission-of-partial-withdrawals-towards-treatment-of-specified-illnesses,2026-07-08T04:54:21.338695+00:00,2026-07-17T05:27:07.696575+00:00
circular:revised-timelines-for-uploading-nav-scheme-wise-and-nav-history-since-inception-by-pension-funds,circular,Revised timelines for uploading NAV (scheme wise) and NAV history (since inception) by Pension Funds,2020-04-07,https://www.pfrda.org.in/w/regulatory-framework/circulars/active-circulars/revised-timelines-for-uploading-nav-scheme-wise-and-nav-history-since-inception-by-pension-funds,2026-07-08T04:54:16.138436+00:00,2026-07-17T05:27:02.827835+00:00
circular:activities-under-national-pension-system-nps-lite-swavalamban-scheme-from-march-to-june-20,circular,Activities under National Pension System (NPS) -NPS Lite-Swavalamban Scheme from March to June 20,2020-04-06,https://www.pfrda.org.in/w/activities-under-national-pension-system-nps-lite-swavalamban-scheme-from-march-to-june-20,2026-07-08T04:54:21.339858+00:00,2026-07-17T05:27:07.697539+00:00
circular:extension-of-time-limit-for-submission-of-annual-accounts-and-other-mis,circular,Extension of time limit for submission of annual accounts and other MIS,2020-03-30,https://www.pfrda.org.in/w/extension-of-time-limit-for-submission-of-annual-accounts-and-other-mis,2026-07-08T04:54:21.341059+00:00,2026-07-17T05:27:07.698490+00:00
circular:authorization-of-csrf-by-employer,circular,Authorization of CSRF by employer,2020-03-24,https://www.pfrda.org.in/w/authorization-of-csrf-by-employer,2026-07-08T04:54:21.342220+00:00,2026-07-17T05:27:07.699451+00:00
circular:ease-in-issuance-of-annuity-to-nps-subscribers,circular,Ease in issuance of annuity to NPS subscribers,2020-03-06,https://www.pfrda.org.in/w/ease-in-issuance-of-annuity-to-nps-subscribers,2026-07-08T04:54:21.344189+00:00,2026-07-17T05:27:07.700420+00:00
circular:pfrda-digital-safety-practices-for-government-nodal-offices-under-nps-architecture-advisory-2024-copy-,circular,Advisory on Digital safty practice to be followed by Govt Nodal Offices to acces CRA system under NPS Architecture,2020-03-06,https://www.pfrda.org.in/w/regulatory-framework/circulars/active-circulars/pfrda-digital-safety-practices-for-government-nodal-offices-under-nps-architecture-advisory-2024-copy-,2026-07-08T04:54:16.139776+00:00,2026-07-17T05:27:02.829078+00:00
circular:authorization-of-csrf-by-employer-copy-,circular,DigiLocker for National Pension System services,2020-03-02,https://www.pfrda.org.in/w/authorization-of-csrf-by-employer-copy-,2026-07-08T04:54:21.345311+00:00,2026-07-17T05:27:07.701398+00:00
circular:online-contribution-facility-for-nps-lite-subscribers-e-nps-lite,circular,Online Contribution Facility For NPS Lite Subscribers - e NPS lite,2020-02-19,https://www.pfrda.org.in/w/regulatory-framework/circulars/active-circulars/online-contribution-facility-for-nps-lite-subscribers-e-nps-lite,2026-07-08T04:54:16.141032+00:00,2026-07-17T05:27:02.830148+00:00
regulation:pension-fund-regulatory-and-development-authority-pension-fund-second-amendment-regulations-2020,regulation,"Pension Fund Regulatory and Development Authority (Pension Fund) (Second Amendment) Regulations, 2020",2020-02-05,https://www.pfrda.org.in/w/regulatory-framework/regulations/pension-fund-regulatory-and-development-authority-pension-fund-second-amendment-regulations-2020,2026-06-18T10:17:01.015812+00:00,2026-07-17T05:27:15.738039+00:00
notification:punjab-nps-contribution-enhancement-10-to-14-,notification,Punjab-NPS contribution enhancement 10% to 14%,2020-02-05,https://www.pfrda.org.in/w/regulatory-framework/notifications/state-notification/punjab-nps-contribution-enhancement-10-to-14-,2026-06-18T10:16:48.941253+00:00,2026-07-17T05:27:12.333170+00:00
notification:ut-chandigarh-nps-contribution-enhancement-10-to-14-,notification,UT - Chandigarh-NPS contribution enhancement 10% to 14%,2020-02-05,https://www.pfrda.org.in/w/regulatory-framework/notifications/state-notification/ut-chandigarh-nps-contribution-enhancement-10-to-14-,2026-06-18T10:16:48.939860+00:00,2026-07-17T05:27:12.332176+00:00
regulation:pension-fund-regulatory-and-development-authority-pension-fund-second-amendment-regulations-2020?p_l_back_url=%2Fregulatory-framework%2Fregulations%3Fstart%3D5&p_l_back_url_title=Regulations,regulation,"Pension Fund Regulatory and Development Authority (Pension Fund) (Second Amendment) Regulations, 2020",2020-02-05,https://www.pfrda.org.in/w/regulatory-framework/regulations/pension-fund-regulatory-and-development-authority-pension-fund-second-amendment-regulations-2020?p_l_back_url=%2Fregulatory-framework%2Fregulations%3Fstart%3D5&p_l_back_url_title=Regulations,2026-06-18T08:32:34.932889+00:00,2026-06-18T08:32:34.932889+00:00
notification:punjab-nps-contribution-enhancement-10-to-14-?p_l_back_url=%2Fregulatory-framework%2Fnotifications%3Fstart%3D4&p_l_back_url_title=Notifications,notification,Punjab-NPS contribution enhancement 10% to 14%,2020-02-05,https://www.pfrda.org.in/w/regulatory-framework/notifications/state-notification/punjab-nps-contribution-enhancement-10-to-14-?p_l_back_url=%2Fregulatory-framework%2Fnotifications%3Fstart%3D4&p_l_back_url_title=Notifications,2026-06-18T08:32:23.125789+00:00,2026-06-18T08:32:23.125789+00:00
notification:ut-chandigarh-nps-contribution-enhancement-10-to-14-?p_l_back_url=%2Fregulatory-framework%2Fnotifications%3Fstart%3D4&p_l_back_url_title=Notifications,notification,UT - Chandigarh-NPS contribution enhancement 10% to 14%,2020-02-05,https://www.pfrda.org.in/w/regulatory-framework/notifications/state-notification/ut-chandigarh-nps-contribution-enhancement-10-to-14-?p_l_back_url=%2Fregulatory-framework%2Fnotifications%3Fstart%3D4&p_l_back_url_title=Notifications,2026-06-18T08:32:23.124316+00:00,2026-06-18T08:32:23.124316+00:00
regulation:pension-fund-regulatory-and-development-authority-retirement-adviser-fifth-amendment-regulations-2019,regulation,Pension Fund Regulatory and Development Authority (Retirement Adviser) (Fifth Amendment) Regulations 2019,2019-12-03,https://www.pfrda.org.in/w/regulatory-framework/regulations/pension-fund-regulatory-and-development-authority-retirement-adviser-fifth-amendment-regulations-2019,2026-06-18T10:17:01.017390+00:00,2026-07-17T05:27:15.738901+00:00
regulation:pension-fund-regulatory-and-development-authority-retirement-adviser-fifth-amendment-regulations-2019?p_l_back_url=%2Fregulatory-framework%2Fregulations%3Fstart%3D5&p_l_back_url_title=Regulations,regulation,Pension Fund Regulatory and Development Authority (Retirement Adviser) (Fifth Amendment) Regulations 2019,2019-12-03,https://www.pfrda.org.in/w/regulatory-framework/regulations/pension-fund-regulatory-and-development-authority-retirement-adviser-fifth-amendment-regulations-2019?p_l_back_url=%2Fregulatory-framework%2Fregulations%3Fstart%3D5&p_l_back_url_title=Regulations,2026-06-18T08:32:34.934438+00:00,2026-06-18T08:32:34.934438+00:00
circular:revised-valuation-guidelines-for-valuation-of-securities-under-nps-schemes-and-other-pension-scheme-s-administered-by-pfrda,circular,Revised Valuation Guidelines For valuation of securities under NPS schemes and other pension scheme(s) administered by PFRDA,2019-11-21,https://www.pfrda.org.in/w/regulatory-framework/circulars/active-circulars/revised-valuation-guidelines-for-valuation-of-securities-under-nps-schemes-and-other-pension-scheme-s-administered-by-pfrda,2026-07-08T04:54:16.142218+00:00,2026-07-17T05:27:02.831087+00:00
circular:change-in-investment-guidelines-for-nps-schemes-permitting-pension-funds-to-invest-in-overnight-funds-and-all-such-short-duration-funds-as-may-be-permitted-by-sebi-from-time-to-time,circular,Change In Investment Guidelines for NPS Schemes - Permitting Pension Funds to invest in Overnight Funds and all such short duration funds as may be permitted by SEBI from time to time,2019-11-20,https://www.pfrda.org.in/w/change-in-investment-guidelines-for-nps-schemes-permitting-pension-funds-to-invest-in-overnight-funds-and-all-such-short-duration-funds-as-may-be-permitted-by-sebi-from-time-to-time,2026-07-08T04:54:21.346915+00:00,2026-07-17T05:27:07.702328+00:00
circular:digital-signature-for-online-onboarding-in-nps-and-penny-drop-procedure-for-bank-account-verification,circular,Digital Signature For Online Onboarding in NPS and Penny Drop Procedure for Bank Account Verification,2019-11-01,https://www.pfrda.org.in/w/digital-signature-for-online-onboarding-in-nps-and-penny-drop-procedure-for-bank-account-verification,2026-07-08T04:54:21.348109+00:00,2026-07-17T05:27:07.703675+00:00
circular:enrollment-of-overseas-citizen-of-india-in-national-pension-system,circular,Enrollment of Overseas Citizen of India (OCI) in National Pension System,2019-10-29,https://www.pfrda.org.in/w/regulatory-framework/circulars/active-circulars/enrollment-of-overseas-citizen-of-india-in-national-pension-system,2026-07-08T04:54:16.143440+00:00,2026-07-17T05:27:02.832086+00:00
circular:acceptance-of-csrf-forms-or-registration-under-nps-in-case-of-subscriber-who-has-lost-both-hands,circular,Acceptance of CSRF forms or registration under NPS in case of subscriber who has lost both hands,2019-10-04,https://www.pfrda.org.in/w/regulatory-framework/circulars/active-circulars/acceptance-of-csrf-forms-or-registration-under-nps-in-case-of-subscriber-who-has-lost-both-hands,2026-07-08T04:54:16.144579+00:00,2026-07-17T05:27:02.833126+00:00
circular:utilization-of-sebi-kras-by-pops-for-onboarding-of-subscriber-in-nps,circular,Utilization of SEBI KRAs by PoPs for onboarding of subscriber in NPS,2019-09-23,https://www.pfrda.org.in/w/utilization-of-sebi-kras-by-pops-for-onboarding-of-subscriber-in-nps,2026-07-08T04:54:21.349268+00:00,2026-07-17T05:27:07.704644+00:00
regulation:pension-fund-regulatory-and-development-authority-exits-and-withdrawals-under-the-national-pension-system-sixth-amendment-regulations-2019,regulation,"Pension Fund Regulatory and Development Authority (Exits and Withdrawals Under the National Pension System)(Sixth Amendment) Regulations, 2019",2019-09-23,https://www.pfrda.org.in/w/regulatory-framework/regulations/pension-fund-regulatory-and-development-authority-exits-and-withdrawals-under-the-national-pension-system-sixth-amendment-regulations-2019,2026-06-18T10:17:01.018370+00:00,2026-07-17T05:27:15.739874+00:00
regulation:pension-fund-regulatory-and-development-authority-exits-and-withdrawals-under-the-national-pension-system-sixth-amendment-regulations-2019?p_l_back_url=%2Fregulatory-framework%2Fregulations%3Fstart%3D5&p_l_back_url_title=Regulations,regulation,"Pension Fund Regulatory and Development Authority (Exits and Withdrawals Under the National Pension System)(Sixth Amendment) Regulations, 2019",2019-09-23,https://www.pfrda.org.in/w/regulatory-framework/regulations/pension-fund-regulatory-and-development-authority-exits-and-withdrawals-under-the-national-pension-system-sixth-amendment-regulations-2019?p_l_back_url=%2Fregulatory-framework%2Fregulations%3Fstart%3D5&p_l_back_url_title=Regulations,2026-06-18T08:32:34.935575+00:00,2026-06-18T08:32:34.935575+00:00
circular:withdrawal-of-circular-necessary-instructions-for-all-cabs-concerned-with-reference-to-gazette,circular,Withdrawal of circular - Necessary instructions for all CABs concerned with reference to gazette,2019-09-02,https://www.pfrda.org.in/w/withdrawal-of-circular-necessary-instructions-for-all-cabs-concerned-with-reference-to-gazette,2026-07-08T04:54:21.350485+00:00,2026-07-17T05:27:07.705626+00:00
notification:karnataka-nps-contribution-enhancement-10-to-14-,notification,Karnataka-NPS contribution enhancement 10% to 14%,2019-08-31,https://www.pfrda.org.in/w/regulatory-framework/notifications/state-notification/karnataka-nps-contribution-enhancement-10-to-14-,2026-06-18T10:16:48.942236+00:00,2026-07-17T05:27:12.334154+00:00
notification:karnataka-nps-contribution-enhancement-10-to-14-?p_l_back_url=%2Fregulatory-framework%2Fnotifications%3Fstart%3D4&p_l_back_url_title=Notifications,notification,Karnataka-NPS contribution enhancement 10% to 14%,2019-08-31,https://www.pfrda.org.in/w/regulatory-framework/notifications/state-notification/karnataka-nps-contribution-enhancement-10-to-14-?p_l_back_url=%2Fregulatory-framework%2Fnotifications%3Fstart%3D4&p_l_back_url_title=Notifications,2026-06-18T08:32:23.127221+00:00,2026-06-18T08:32:23.127221+00:00
notification:maharashtra-nps-contribution-enhancement-10-to-14-,notification,Maharashtra-NPS contribution enhancement 10% to 14%,2019-08-19,https://www.pfrda.org.in/w/regulatory-framework/notifications/state-notification/maharashtra-nps-contribution-enhancement-10-to-14-,2026-06-18T10:16:48.943244+00:00,2026-07-17T05:27:12.335127+00:00
notification:maharashtra-nps-contribution-enhancement-10-to-14-?p_l_back_url=%2Fregulatory-framework%2Fnotifications%3Fstart%3D4&p_l_back_url_title=Notifications,notification,Maharashtra-NPS contribution enhancement 10% to 14%,2019-08-19,https://www.pfrda.org.in/w/regulatory-framework/notifications/state-notification/maharashtra-nps-contribution-enhancement-10-to-14-?p_l_back_url=%2Fregulatory-framework%2Fnotifications%3Fstart%3D4&p_l_back_url_title=Notifications,2026-06-18T08:32:23.128398+00:00,2026-06-18T08:32:23.128398+00:00
regulation:pension-fund-regulatory-and-development-authority-national-pension-system-trust-first-amendment-regulations-2019,regulation,Pension Fund Regulatory and Development Authority (National Pension System Trust) (First Amendment) Regulations 2019,2019-07-29,https://www.pfrda.org.in/w/regulatory-framework/regulations/pension-fund-regulatory-and-development-authority-national-pension-system-trust-first-amendment-regulations-2019,2026-06-18T10:17:01.019271+00:00,2026-07-17T05:27:15.740771+00:00
notification:bihar-nps-contribution-enhancement-10-to-14-,notification,Bihar-NPS contribution enhancement 10% to 14%,2019-07-29,https://www.pfrda.org.in/w/regulatory-framework/notifications/state-notification/bihar-nps-contribution-enhancement-10-to-14-,2026-06-18T10:16:48.947377+00:00,2026-07-17T05:27:12.339501+00:00
notification:ut-puducherry-nps-contribution-enhancement-10-to-14-,notification,UT - Puducherry-NPS contribution enhancement 10% to 14%,2019-07-29,https://www.pfrda.org.in/w/regulatory-framework/notifications/state-notification/ut-puducherry-nps-contribution-enhancement-10-to-14-,2026-06-18T10:16:48.946416+00:00,2026-07-17T05:27:12.338408+00:00
notification:bihar-choice-of-pension-fund-investment-pattern,notification,Bihar-Choice of Pension Fund & Investment Pattern,2019-07-29,https://www.pfrda.org.in/w/regulatory-framework/notifications/state-notification/bihar-choice-of-pension-fund-investment-pattern,2026-06-18T10:16:48.945511+00:00,2026-07-17T05:27:12.337157+00:00
notification:ut-puducherry-choice-of-pension-fund-investment-pattern,notification,UT - Puducherry-Choice of Pension Fund & Investment Pattern,2019-07-29,https://www.pfrda.org.in/w/regulatory-framework/notifications/state-notification/ut-puducherry-choice-of-pension-fund-investment-pattern,2026-06-18T10:16:48.944267+00:00,2026-07-17T05:27:12.336110+00:00
regulation:pension-fund-regulatory-and-development-authority-national-pension-system-trust-first-amendment-regulations-2019?p_l_back_url=%2Fregulatory-framework%2Fregulations%3Fstart%3D5&p_l_back_url_title=Regulations,regulation,Pension Fund Regulatory and Development Authority (National Pension System Trust) (First Amendment) Regulations 2019,2019-07-29,https://www.pfrda.org.in/w/regulatory-framework/regulations/pension-fund-regulatory-and-development-authority-national-pension-system-trust-first-amendment-regulations-2019?p_l_back_url=%2Fregulatory-framework%2Fregulations%3Fstart%3D5&p_l_back_url_title=Regulations,2026-06-18T08:32:34.936991+00:00,2026-06-18T08:32:34.936991+00:00
notification:bihar-nps-contribution-enhancement-10-to-14-?p_l_back_url=%2Fregulatory-framework%2Fnotifications%3Fstart%3D4&p_l_back_url_title=Notifications,notification,Bihar-NPS contribution enhancement 10% to 14%,2019-07-29,https://www.pfrda.org.in/w/regulatory-framework/notifications/state-notification/bihar-nps-contribution-enhancement-10-to-14-?p_l_back_url=%2Fregulatory-framework%2Fnotifications%3Fstart%3D4&p_l_back_url_title=Notifications,2026-06-18T08:32:23.132766+00:00,2026-06-18T08:32:23.132766+00:00
notification:ut-puducherry-nps-contribution-enhancement-10-to-14-?p_l_back_url=%2Fregulatory-framework%2Fnotifications%3Fstart%3D4&p_l_back_url_title=Notifications,notification,UT - Puducherry-NPS contribution enhancement 10% to 14%,2019-07-29,https://www.pfrda.org.in/w/regulatory-framework/notifications/state-notification/ut-puducherry-nps-contribution-enhancement-10-to-14-?p_l_back_url=%2Fregulatory-framework%2Fnotifications%3Fstart%3D4&p_l_back_url_title=Notifications,2026-06-18T08:32:23.131658+00:00,2026-06-18T08:32:23.131658+00:00
notification:bihar-choice-of-pension-fund-investment-pattern?p_l_back_url=%2Fregulatory-framework%2Fnotifications%3Fstart%3D4&p_l_back_url_title=Notifications,notification,Bihar-Choice of Pension Fund & Investment Pattern,2019-07-29,https://www.pfrda.org.in/w/regulatory-framework/notifications/state-notification/bihar-choice-of-pension-fund-investment-pattern?p_l_back_url=%2Fregulatory-framework%2Fnotifications%3Fstart%3D4&p_l_back_url_title=Notifications,2026-06-18T08:32:23.130549+00:00,2026-06-18T08:32:23.130549+00:00
notification:ut-puducherry-choice-of-pension-fund-investment-pattern?p_l_back_url=%2Fregulatory-framework%2Fnotifications%3Fstart%3D4&p_l_back_url_title=Notifications,notification,UT - Puducherry-Choice of Pension Fund & Investment Pattern,2019-07-29,https://www.pfrda.org.in/w/regulatory-framework/notifications/state-notification/ut-puducherry-choice-of-pension-fund-investment-pattern?p_l_back_url=%2Fregulatory-framework%2Fnotifications%3Fstart%3D4&p_l_back_url_title=Notifications,2026-06-18T08:32:23.129423+00:00,2026-06-18T08:32:23.129423+00:00
circular:point-of-presence-relying-on-third-party-client-due-diligence-kyc-for-onboarding-subscribers-in-nps,circular,Point of Presence(POP) relying on third party client due diligence(KYC) for onboarding subscribers in NPS,2019-07-24,https://www.pfrda.org.in/w/point-of-presence-relying-on-third-party-client-due-diligence-kyc-for-onboarding-subscribers-in-nps,2026-07-08T04:54:21.351653+00:00,2026-07-17T05:27:07.706592+00:00
notification:kerala-nps-contribution-enhancement-10-to-14-,notification,Kerala-NPS contribution enhancement 10% to 14%,2019-07-10,https://www.pfrda.org.in/w/regulatory-framework/notifications/state-notification/kerala-nps-contribution-enhancement-10-to-14-,2026-06-18T10:16:49.639260+00:00,2026-07-17T05:27:12.340449+00:00
notification:kerala-nps-contribution-enhancement-10-to-14-?p_l_back_url=%2Fregulatory-framework%2Fnotifications%3Fstart%3D5&p_l_back_url_title=Notifications,notification,Kerala-NPS contribution enhancement 10% to 14%,2019-07-10,https://www.pfrda.org.in/w/regulatory-framework/notifications/state-notification/kerala-nps-contribution-enhancement-10-to-14-?p_l_back_url=%2Fregulatory-framework%2Fnotifications%3Fstart%3D5&p_l_back_url_title=Notifications,2026-06-18T08:32:23.780334+00:00,2026-06-18T08:32:23.780334+00:00
circular:format-of-annual-certificate-for-point-of-presence-as-per-pension-fund-regulatory-and-development-authority-point-of-presence-regulation-2018,circular,"Format of Annual Certificate for Point of Presence as per Pension Fund Regulatory and Development Authority(Point Of Presence) Regulation, 2018",2019-06-17,https://www.pfrda.org.in/w/format-of-annual-certificate-for-point-of-presence-as-per-pension-fund-regulatory-and-development-authority-point-of-presence-regulation-2018,2026-07-08T04:54:21.352965+00:00,2026-07-17T05:27:07.707539+00:00
notification:uttarakhand-nps-contribution-enhancement-10-to-14-,notification,Uttarakhand-NPS contribution enhancement 10% to 14%,2019-06-12,https://www.pfrda.org.in/w/regulatory-framework/notifications/state-notification/uttarakhand-nps-contribution-enhancement-10-to-14-,2026-06-18T10:16:49.640922+00:00,2026-07-17T05:27:12.341425+00:00
notification:uttarakhand-nps-contribution-enhancement-10-to-14-?p_l_back_url=%2Fregulatory-framework%2Fnotifications%3Fstart%3D5&p_l_back_url_title=Notifications,notification,Uttarakhand-NPS contribution enhancement 10% to 14%,2019-06-12,https://www.pfrda.org.in/w/regulatory-framework/notifications/state-notification/uttarakhand-nps-contribution-enhancement-10-to-14-?p_l_back_url=%2Fregulatory-framework%2Fnotifications%3Fstart%3D5&p_l_back_url_title=Notifications,2026-06-18T08:32:23.782050+00:00,2026-06-18T08:32:23.782050+00:00
circular:introduction-of-choice-of-pension-fund-and-investment-pattern-in-tier-1-of-nps-for-central-government-subscribers,circular,Introduction of choice of Pension Funds and Investment Pattern in Tier-1 of NPS for Central Government subscribers - reg.,2019-05-08,https://www.pfrda.org.in/w/regulatory-framework/circulars/active-circulars/introduction-of-choice-of-pension-fund-and-investment-pattern-in-tier-1-of-nps-for-central-government-subscribers,2026-07-08T04:54:16.146253+00:00,2026-07-17T05:27:02.834060+00:00
notification:west-bengal-nps-contribution-enhancement-10-to-14-for-all-india-services-ais-,notification,West Bengal-NPS contribution enhancement 10% to 14% for All India Services (AIS),2019-04-26,https://www.pfrda.org.in/w/regulatory-framework/notifications/state-notification/west-bengal-nps-contribution-enhancement-10-to-14-for-all-india-services-ais-,2026-06-18T10:16:49.641890+00:00,2026-07-17T05:27:12.342422+00:00
notification:west-bengal-nps-contribution-enhancement-10-to-14-for-all-india-services-ais-?p_l_back_url=%2Fregulatory-framework%2Fnotifications%3Fstart%3D5&p_l_back_url_title=Notifications,notification,West Bengal-NPS contribution enhancement 10% to 14% for All India Services (AIS),2019-04-26,https://www.pfrda.org.in/w/regulatory-framework/notifications/state-notification/west-bengal-nps-contribution-enhancement-10-to-14-for-all-india-services-ais-?p_l_back_url=%2Fregulatory-framework%2Fnotifications%3Fstart%3D5&p_l_back_url_title=Notifications,2026-06-18T08:32:23.783424+00:00,2026-06-18T08:32:23.783424+00:00
notification:himachal-pradesh-nps-contribution-enhancement-10-to-14-,notification,Himachal Pradesh-NPS contribution enhancement 10% to 14%,2019-04-22,https://www.pfrda.org.in/w/regulatory-framework/notifications/state-notification/himachal-pradesh-nps-contribution-enhancement-10-to-14-,2026-06-18T10:16:49.642819+00:00,2026-07-17T05:27:12.343368+00:00
notification:himachal-pradesh-nps-contribution-enhancement-10-to-14-?p_l_back_url=%2Fregulatory-framework%2Fnotifications%3Fstart%3D5&p_l_back_url_title=Notifications,notification,Himachal Pradesh-NPS contribution enhancement 10% to 14%,2019-04-22,https://www.pfrda.org.in/w/regulatory-framework/notifications/state-notification/himachal-pradesh-nps-contribution-enhancement-10-to-14-?p_l_back_url=%2Fregulatory-framework%2Fnotifications%3Fstart%3D5&p_l_back_url_title=Notifications,2026-06-18T08:32:23.784525+00:00,2026-06-18T08:32:23.784525+00:00
circular:new-up-gradation-of-functionalities-by-cra-for-quarter-ended-mar-2019,circular,New up-gradation of functionalities by CRA for quarter ended Mar 2019,2019-04-09,https://www.pfrda.org.in/w/new-up-gradation-of-functionalities-by-cra-for-quarter-ended-mar-2019,2026-07-08T04:54:21.354566+00:00,2026-07-17T05:27:07.708480+00:00
circular:voluntary-exit-under-atal-pension-yojana-apy,circular,Voluntary exit under Atal Pension Yojana (APY),2019-04-08,https://www.pfrda.org.in/w/voluntary-exit-under-atal-pension-yojana-apy,2026-07-08T04:54:21.355697+00:00,2026-07-17T05:27:07.709494+00:00
circular:pfrda-internal-audit-of-custodian-of-securities-guidance-note-2019,circular,PFRDA (INTERNAL AUDIT OF CUSTODIAN OF SECURITIES) GUIDANCE NOTE - 2019,2019-04-08,https://www.pfrda.org.in/w/regulatory-framework/circulars/active-circulars/pfrda-internal-audit-of-custodian-of-securities-guidance-note-2019,2026-07-08T04:54:16.147830+00:00,2026-07-17T05:27:02.835034+00:00
notification:nagaland-nps-contribution-enhancement-10-to-14-,notification,Nagaland-NPS contribution enhancement 10% to 14%,2019-04-01,https://www.pfrda.org.in/w/regulatory-framework/notifications/state-notification/nagaland-nps-contribution-enhancement-10-to-14-,2026-06-18T10:16:49.644414+00:00,2026-07-17T05:27:12.344319+00:00
notification:nagaland-nps-contribution-enhancement-10-to-14-?p_l_back_url=%2Fregulatory-framework%2Fnotifications%3Fstart%3D5&p_l_back_url_title=Notifications,notification,Nagaland-NPS contribution enhancement 10% to 14%,2019-04-01,https://www.pfrda.org.in/w/regulatory-framework/notifications/state-notification/nagaland-nps-contribution-enhancement-10-to-14-?p_l_back_url=%2Fregulatory-framework%2Fnotifications%3Fstart%3D5&p_l_back_url_title=Notifications,2026-06-18T08:32:23.785592+00:00,2026-06-18T08:32:23.785592+00:00
circular:amendment-to-the-investment-guidelines-govt-sector,circular,Amendment to the investment Guidelines - govt sector,2019-03-25,https://www.pfrda.org.in/w/amendment-to-the-investment-guidelines-govt-sector,2026-07-08T04:54:21.356805+00:00,2026-07-17T05:27:07.710735+00:00
circular:display-of-information-by-pops-while-processing-nps-contributions-under-online-mode,circular,Display of information by POPs while processing NPS contributions under online mode,2019-03-11,https://www.pfrda.org.in/w/regulatory-framework/circulars/active-circulars/display-of-information-by-pops-while-processing-nps-contributions-under-online-mode,2026-07-08T04:54:16.149028+00:00,2026-07-17T05:27:02.836213+00:00
